userId,movieId,rating,timestamp
49,741,4.5,1149445728
49,750,5.0,1149445294
49,778,4.0,1149447979
49,780,4.0,1149447669
49,784,4.0,1149448194
49,786,4.0,1149447956
49,799,4.0,1149447219
49,832,4.0,1149444593
49,858,5.0,1149445059
49,899,5.0,1149444894
49,903,5.0,1149445157
49,908,4.5,1149444589
49,912,5.0,1149445063
49,913,5.0,1149445082
49,919,4.0,1149447007
49,920,4.5,1149448100
49,923,4.0,1149445221
49,953,5.0,1149444843
49,968,4.0,1149447501
49,1028,5.0,1149448390
49,1036,4.5,1149446549
49,1073,4.5,1149447785
49,1080,4.0,1149447460
49,1089,5.0,1149445031
49,1090,4.0,1149448201
49,1129,4.5,1149446711
49,1136,5.0,1149444955
49,1193,4.0,1149445179
49,1196,5.0,1149444862
49,1197,5.0,1149444837
49,1198,5.0,1149444829
49,1200,4.5,1149445667
49,1201,5.0,1149444967
49,1203,3.5,1149447372
49,1206,4.0,1149446998
49,1208,4.0,1149445255
49,1210,5.0,1149445694
49,1213,4.0,1149444977
49,1214,5.0,1149446094
49,1215,5.0,1149445378
49,1219,4.5,1149446519
49,1220,4.5,1149445862
49,1221,5.0,1149445066
49,1222,4.0,1149447275
49,1234,4.0,1149446321
49,1240,4.5,1149447137
49,1246,4.0,1149448031
49,1247,0.5,1149448161
49,1249,4.0,1149447407
49,1250,4.0,1149444975
49,1252,5.0,1149445285
49,1254,3.0,1149445166
49,1258,4.0,1149447394
49,1261,5.0,1149445825
49,1266,3.5,1149446356
49,1267,4.0,1149445145
49,1270,4.0,1149447729
49,1274,5.0,1149445719
49,1275,4.5,1149445396
49,1278,4.5,1149446696
49,1288,4.0,1149445034
49,1291,5.0,1149447356
49,1320,4.5,1149448416
49,1321,4.0,1149447498
49,1356,5.0,1149446256
49,1370,4.0,1149446660
49,1374,4.5,1149446966
49,1376,4.0,1149448361
49,1377,4.0,1149448747
49,1380,5.0,1149444611
49,1391,4.0,1149446963
49,1393,5.0,1149446959
49,1394,4.0,1149448158
49,1407,4.0,1149448071
49,1485,3.0,1149444578
49,1500,4.0,1149444613
49,1517,4.5,1149447932
49,1527,5.0,1149447865
49,1544,3.5,1149448334
49,1552,4.0,1149448385
49,1573,4.0,1149448065
49,1580,4.0,1149447795
49,1584,4.0,1149447947
49,1591,3.0,1149448759
49,1617,4.0,1149444889
49,1645,4.0,1149446956
49,1653,4.0,1149444564
49,1676,4.0,1149448317
49,1690,4.0,1149446655
49,1876,2.0,1149446945
49,1909,4.0,1149446650
49,1968,4.0,1149447944
49,1997,4.5,1149446643
49,2000,5.0,1149448153
49,2001,4.0,1149448371
49,2019,5.0,1149445268
49,2028,4.0,1149444841
49,2054,3.5,1149444569
49,2105,3.5,1149446639
49,2115,4.5,1149445975
49,2167,4.0,1149448651
49,2193,5.0,1149446015
49,2194,4.0,1149448212
49,2278,4.0,1149445970
49,2291,4.5,1149448096
49,2321,3.5,1149446941
49,2329,4.0,1149444930
49,2353,4.0,1149448298
49,2396,4.5,1149447838
49,2406,4.0,1149444629
49,2450,3.0,1149448769
49,2502,4.5,1149447427
49,2571,5.0,1149444885
49,2617,5.0,1149447609
49,2628,4.0,1149446546
49,2640,4.5,1149444596
49,2641,4.0,1149448662
49,2642,2.0,1149449038
49,2643,2.0,1149449042
49,2657,4.0,1149446898
49,2683,4.0,1149447890
49,2692,4.0,1149445000
49,2699,4.0,1149448303
49,2700,4.0,1149445921
49,2706,4.0,1149447976
49,2710,3.0,1149448019
49,2712,3.0,1149446623
49,2716,4.5,1149446542
49,2762,4.0,1149444819
49,2791,4.0,1149448068
49,2804,4.0,1149444811
49,2808,3.5,1149447518
49,2858,4.0,1149444990
49,2872,3.5,1149445392
49,2916,4.0,1149446617
49,2918,5.0,1149446896
49,2944,4.0,1149447402
49,2948,4.5,1149445836
49,2951,5.0,1149445789
49,2959,5.0,1149445045
49,2968,4.0,1149447159
49,2985,4.0,1149446614
49,2987,4.0,1149447600
49,2993,4.0,1149445885
49,2997,4.0,1149446611
49,3000,5.0,1149445004
49,3030,5.0,1149445299
49,3052,4.0,1149446608
49,3114,4.5,1149447960
49,3176,4.0,1149448382
49,3267,4.0,1149445844
49,3408,3.5,1149446604
49,3438,4.0,1149448749
49,3439,3.5,1149448773
49,3440,3.0,1149448813
49,3448,4.5,1149446893
49,3471,4.0,1149448526
49,3527,3.5,1149445932
49,3535,5.0,1149446473
49,3578,4.0,1149447849
49,3593,4.0,1149446795
49,3623,3.0,1149448223
49,3635,4.5,1149445982
49,3681,5.0,1149445658
49,3703,4.5,1149445840
49,3740,4.5,1149445402
49,3753,3.5,1149447595
49,3793,4.5,1149445926
49,3863,4.0,1149446487
49,3882,4.0,1149446847
49,3897,5.0,1149448109
49,3977,3.5,1149446888
49,3984,4.5,1149446007
49,3996,4.0,1149445374
49,4034,4.0,1149444643
49,4085,3.0,1149447592
49,4105,5.0,1149445830
49,4128,4.5,1149445928
49,4148,4.0,1149446492
49,4210,0.5,1149446449
49,4226,5.0,1149444993
49,4327,4.0,1149445794
49,4446,2.5,1149445757
49,4487,3.0,1149445586
49,4636,3.5,1149448893
49,4641,4.0,1149448624
49,4678,4.0,1149446009
49,4855,4.0,1149447463
49,4865,5.0,1149446464
49,4878,4.5,1149445210
49,4886,3.0,1149444616
49,4896,5.0,1149445642
49,4973,4.0,1149445241
49,4993,5.0,1149444921
49,5021,4.5,1149445909
49,5060,4.0,1149448307
49,5072,4.5,1149445746
49,5146,5.0,1149445738
49,5254,4.0,1149448659
49,5294,4.5,1149446444
49,5349,5.0,1149448630
49,5418,4.0,1149447149
49,5445,3.5,1149444584
49,5464,4.0,1149446840
49,5489,4.5,1149447166
49,5618,4.5,1149445365
49,5630,4.5,1149446516
49,5669,0.5,1149446579
49,5690,4.5,1149445320
49,5782,5.0,1149445163
49,5816,5.0,1149445632
49,5903,5.0,1149445865
49,5952,5.0,1149444902
49,5971,4.5,1149445368
49,5995,4.0,1149445049
49,6157,3.5,1149448757
49,6283,5.0,1149447415
49,6333,4.5,1149447434
49,6350,5.0,1149445171
49,6461,4.5,1149445672
49,6502,4.5,1149447052
49,6534,3.5,1149446751
49,6539,5.0,1149445805
49,6541,4.0,1149446748
49,6711,3.5,1149446577
49,6755,5.0,1149447142
49,6807,5.0,1149445680
49,6857,5.0,1149445697
49,6874,5.0,1149447351
49,6880,3.5,1149446497
49,6986,4.0,1149446159
49,7090,4.0,1149447380
49,7099,4.5,1149445371
49,7153,5.0,1149444958
49,7360,4.5,1149445915
49,7373,4.0,1149447047
49,7387,4.5,1149447442
49,7438,5.0,1149446573
49,7439,4.5,1149448895
49,7481,4.0,1149445987
49,7482,4.5,1149445800
49,7569,4.0,1149445849
49,7842,5.0,1149445399
49,7925,4.5,1149445094
49,8157,4.5,1149445417
49,8225,4.0,1149447510
49,8228,4.5,1149445313
49,8253,4.5,1149445725
49,8368,5.0,1149445639
49,8370,4.5,1149445684
49,8376,5.0,1149446743
49,8636,5.0,1149448615
49,8874,5.0,1149445677
49,8957,1.0,1149446460
49,8961,4.0,1149444864
49,26242,3.5,1149447343
49,26662,4.0,1149445414
49,30707,4.0,1149447444
49,31221,3.5,1149448762
49,31658,5.0,1149445227
49,31660,4.5,1149445750
49,31696,4.5,1149448657
49,32587,5.0,1149445797
49,33794,4.5,1149444832
49,33834,4.0,1149447505
49,34150,4.0,1149448672
49,34153,3.0,1149446115
49,34405,5.0,1149445661
49,37382,3.5,1149448669
49,37733,5.0,1149448564
49,37830,4.5,1149444732
49,40815,5.0,1149445634
49,40819,5.0,1149447410
49,41566,4.5,1149444789
49,44191,5.0,1149444712
49,45081,4.5,1149447531
49,45499,4.5,1149448636

