id,directorId
117553,508
6075,7783
11310,83412
18658,1096
9350,707
9612,10616
2124,12964
26261,27236
19176,39104
49299,8858
11566,564
9571,601
9739,86
24257,5216
34444,639
26141,67766
10997,18281
50463,1530
10443,141825
20239,3806
16297,10967
18551,17784
25440,339
9024,2226
37233,1049
1634,2545
13815,12989
5503,1723
35588,21370
2087,13582
41579,172993
18620,5696
41006,39996
4916,11401
2019,1152
31642,1097
9255,94996
26271,65859
10612,19684
2259,57679
16097,151
11934,3388
106143,774
12475,2874
9386,1776
7984,230059
59930,18069
15765,8246
31643,2042
6,488
329,322
10909,138
507,1884
34024,40549
29918,1090
9593,90037
42580,18254
22317,224
1413,376
12121,23213
2246,1095
10502,1243
10440,11447
9516,1091
2320,2304
5879,119232
83718,11181
11971,6111
2625,2239
31911,10965
788,10725
21450,56828
11231,16939
41588,10702
10447,3026
31586,2425
9300,190
9559,117
9800,10757
713,6482
8291,12920
18133,29482
25557,1
22588,770
10872,54441
1245,947
11858,2875
7007,68602
10467,44056
5550,1721
8005,21377
2088,65026
10412,138322
47889,1760
14534,15858
56583,23506
41878,488
424,12964
35233,8217
14291,8969
103413,1128
11236,10367
11592,508
8850,4786
10445,1808
695,33405
43535,3562
12519,64061
23210,9248
858,13015
867,473
78,38693
13203,15106
10442,65021
11074,20075
33367,58164
9607,15521
17585,7715
9057,78012
20967,153
10635,510
9479,1099
10057,7781
11969,53387
41590,893
319,21113
26408,1729
15139,1212571
161158,70241
218473,85547
85247,66605
11446,20718
51980,2778
24405,3113
11655,1032
11800,309
8223,6220
14587,3030
31504,91565
41653,33315
53185,1006705
95743,4664
23637,5340
17600,58448
10897,1354907
349394,932380
21352,105114
68806,67756
37345,109402
32562,2406
47507,69488
25403,1066960
124304,4614
9066,491
771,154
251,1705
812,563
280,1269
581,589306
80350,244
268,117
274,5446
408,62047
10020,11429
10895,376
114,125340
41043,7765
576,78258
15477,134026
59146,1080040
124472,54967
30528,1160
7300,1551
10824,1392
261246,151
275,4755
25059,7182
11827,55950
8766,32278
23570,24657
47333,75474
54850,49552
51242,57314
10112,309
4307,37526
46029,116103
32308,6818
88893,3560
52873,54767
123505,1044284
340210,78029
44281,495
28121,1044
12520,173004
1592,37426
166901,8898
36447,15488
19042,974388
38884,70835
47449,73496
36259,230330
41852,55373
40926,11072
9099,5281
2021,34682
61752,21177
10988,43440
11479,68998
398959,3560
287305,151
339428,1150
12652,6759
10684,2182
954,1869
68445,105617
18989,4710
10801,14614
54285,26595
8840,54590
278978,80526
124625,559920
11107,9740
16417,4173
70934,57646
10363,15890
161070,68602
10539,47773
10543,15254
18414,96934
47502,115983
11902,12160
27098,13744
25087,30019
5801,23677
896,5398
3065,98940
318177,98094
2300,879
8069,12804
288173,3776
187851,20556
27768,54767
221917,19069
8072,1259
35797,8876
88030,1080036
185191,18254
83857,39298
33245,2147
124460,104404
27281,585248
105045,43786
40001,1046169
29621,172
117730,518
20762,42113
37144,1661328
48260,56059
12656,31816
38867,11147
277270,129708
25969,15111
44103,55597
753,104507
43634,67834
9103,36805
90214,366
29649,41039
10990,129941
8866,210230
12233,1585647
23449,1632
36355,997
37667,31310
90148,108499
922,24574
11876,27518
52633,940684
62364,1093108
11687,56973
9304,68215
73183,5696
131232,19304
9100,124237
20759,18500
46063,19266
365371,2324
32513,4500
40651,7700
36915,356
40507,53966
9802,16988
25697,564791
21588,12180
664,3027
11867,65548
47119,145304
314352,7314
9323,81976
10280,4610
10535,28239
124613,93906
532,240
26744,97579
16299,153908
10547,9245
245268,114468
935,1504
55613,1090082
215107,12453
41007,1209349
35645,223825
110465,14614
255546,737
40751,41550
275096,229695
85778,366
11101,1776
9826,16378
9879,122728
63564,1009298
22621,1184422
7095,1177451
26890,1079380
46732,1153142
124633,4415
202425,117075
196940,21415
77771,2034
181083,2031
41225,3964
188589,2240
87190,28
627,62047
32872,7399
602,7395
14553,26713
9566,240366
10545,4499
9894,1066960
11543,592762
9268,544331
52059,41521
9327,262130
123763,3111
81949,1144694
42005,138795
124306,671
183955,108
44535,102445
44495,18320
78285,12962
11228,2952
10779,12833
26748,5572
38223,77076
9294,28615
49963,10630
11363,40230
1645,1214
31546,1059880
77056,2357
36344,30869
18550,1046588
11511,947
172198,15042
34170,225140
281085,793
109478,87397
124645,3569
12606,56201
69895,48685
35206,6258
151489,81749
4837,18308
12632,71110
9098,2997
282919,179609
124614,339
18975,7678
11962,183036
2925,119310
28628,38
3595,518
9308,377
92381,1307
18555,92554
12123,37302
10830,24
3573,1080308
10546,1189125
18862,146295
31417,91343
9431,117808
124619,1232954
297645,11770
48144,107730
46986,4446
144982,4037
47907,112674
10061,587603
36266,24485
549,252740
10478,1112331
66634,1776
116690,673
213917,44916
145925,124092
100914,125690
238,6374
159,9340
11134,1263
88224,1155073
132641,1808
42758,4501
9303,1276348
23945,71174
37820,64219
22479,13777
9054,232119
241058,44916
11985,205639
10232,118513
59569,136
410921,13776
38955,4504
110513,508
114089,17046
11015,13563
9306,15521
12559,6361
58770,40346
124851,28889
3587,55116
10723,6210
56077,33054
19004,14353
101230,587971
253632,3560
10987,7689
44705,14674
20318,14681
43596,13980
79782,13284
26933,1927
27854,2636
981,2636
872,2662
2769,1546
13320,30165
164,1045
426,491
567,3146
3078,13284
13528,4109
28288,6593
213,14674
284,3146
239,10001
4808,80570
289,13980
963,9049
11113,9049
6620,6847
804,8619
26531,40
909,240
630,31068
770,3358
31044,14674
599,2636
15,2636
62,8504
121357,2636
705,30008
22490,2636
223,3643
25670,1761
303,2428
4174,3146
8356,5805
381,2665
20758,4109
29376,5031
1859,834
18299,10601
17281,2662
64382,1744
10907,2428
32093,74659
1939,874
22292,2746
3598,32427
3080,4358
198,2088
13562,2662
1712,2662
220,11435
3529,18738
3085,8741
2897,14643
1585,11036
3083,4104
900,31497
43795,95293
85638,7126
50001,4165
43905,2636
22688,2000
23114,8504
26378,14999
40206,6593
22356,1930
260,3632
43488,2665
22613,2662
10331,31497
488,9852
22733,3148
261,1505
57575,9157
32574,35452
22657,16730
76464,86051
22649,1063201
176841,69718
125587,1468019
39448,68212
52855,549024
39940,3110
172868,1851
85328,26767
124632,9021
11076,21371
63945,4756
58985,2283
890,1723
10861,86293
1770,37932
44465,9615
2033,71827
18203,584483
9333,1217874
47260,10781
9400,35155
9401,27146
12241,15890
25739,83413
161806,87459
11306,19032
9625,5834
10680,5834
6346,5834
18660,29715
35115,29715
14821,6592
14136,30099
10869,49962
22660,2106
19186,2087
31102,947
6878,56506
15944,64864
18444,57314
20723,2107
173,2106
864,5449
24795,2182
11224,2106
81310,2106
15947,12863
9078,5834
29682,2106
8367,67604
433,55117
11360,1744
11114,1090
12335,8523
12092,11151
10948,1006852
11229,8327
15121,20423
562,31
10163,59649
48862,970
117036,6210
47199,34004
11159,16938
9591,2042
30500,1158
41843,884
55058,54448
10938,9200
11412,5281
10586,16566
42314,172
27845,1046
108365,78997
23223,6201
49471,11694
38153,8246
25147,12114
9716,324
43777,1052
454,9904
10218,30165
819,18738
38191,3632
56830,4345
11238,11442
27256,117083
31530,1299
66473,71938
28120,1930
1834,1243
26282,1243
37218,3311
252,280
116356,14090
16372,12964
11561,1927
11302,6448
623,14520
583,2636
12614,123827
21711,716
11575,138
475,1152
11331,16544
521,1530
21202,1152
88,851
500,15890
792,6349
8491,488
402,1096170
10537,78053
11386,770
9504,770
15764,144130
601,2765
67365,2746
25842,3027
2119,928583
744,939320
136311,1124024
221,57226
702,47005
25750,18281
17642,39104
427043,1114467
146341,229263
9305,20074
37616,22558
11112,2867
21612,3974
141210,53345
102461,89814
36998,21958
200383,1927
116844,2236
1630,37
26626,11770
124837,14692
11816,68912
11843,20718
10379,3564
2756,259792
790,7068
1103,280
11298,1115333
4480,932368
4481,40145
49688,109635
10765,121585
762,1080611
44497,159767
85588,1418
278621,7314
99479,3776
55049,38494
124829,83784
79306,9102
356054,40199
10548,40199
531,12329
104931,70854
4483,82389
18919,89914
31556,30008
26167,10249
26174,21377
61461,933201
117500,2304
218713,1038016
217802,1201
127973,54839
659,22020
30892,82442
86369,504
8074,1259
124676,51919
38554,21175
49763,2419
41326,1126
36555,10723
10608,240
11216,3224
7452,36804
64567,31155
892,2239
1600,55916
26561,53334
975,1884
18129,151
54405,6201
150823,18533
409,309
38251,3125
10161,107828
1412,3974
41768,69500
10409,1
14285,3026
2469,1
10174,280
31225,2710
510,4385
11455,8966
1891,39996
2493,244
85,240
68,8482
679,1776
429,4385
13446,19800
389,2303
947,2490
185,1032
595,578
28,531
335,59
1892,5026
144,11401
1092,1045
769,603
348,1776
766,240
175,7314
11645,6210
10835,897
539,30491
525,376
240,1032
600,1243
530,57949
10705,8452
279,5231
3109,369
311,4964
1578,91343
703,6648
9549,8374
1398,869
387,108
9277,391
343,372
37291,1243
490,555
11235,1530
218,5342
763,40
9665,59
18971,12240
696,3098
379,3556
207,1744
37247,6593
1480,108
9322,30008
826,2083
422,240
829,2874
828,68
3090,7623
9964,14520
3063,581
13667,37451
694,1524
235,190
832,8339
765,8377
5925,2662
11778,24
4485,18250
137,1776
33,4429
982,185
8428,52968
212,8217
105,25950
1633,597
11202,4834
1554,607
149,13848
8009,2106
903,2108
11673,2663
3034,7145
339,16187
10404,10001
914,6008
756,68993
288,26502
910,1
2640,3222
16633,1302
665,648
11031,54441
11314,153
15143,7726
89,8965
10322,5306
783,12300
10644,23968
11257,2704
14370,9577
12104,1632
625,2303
8816,8339
830,92436
2323,227875
983,105802
642,110834
655,135163
10341,34721
639,186758
266022,116799
168450,144256
30180,83555
31388,7467
41801,4610
66034,52194
348138,2087
96288,1673596
61536,66897
18762,2384
331367,9217
8077,29453
814,18627
41671,772
27214,1744
52263,19304
33519,1045
16235,56141
11449,178486
41848,54839
25944,1744
24913,1776
49126,2917
32076,29648
571,57851
8851,1045
37843,18669
32146,1150
30346,1035
6114,5140
229,9076
13549,59622
9529,7753
1598,1221
11349,1979
7340,10400
6217,42
377,156
653,2388
28198,33433
794,879
31640,3393
8744,2356
25189,69237
145,947
2212,46122
199,37626
7863,55476
12498,7714
9279,24848
53234,9888
17204,551
21539,1744
85589,1788
12709,1748
20539,1729
11674,1749
199512,1749
64900,510
1573,4501
152,32277
174,2287
172,56755
154,10056
157,63937
168,1202000
364,12989
11967,86004
9086,488
621,16187
9037,8554
10173,13426
55687,510
168535,13235
8845,3388
46681,1223
578,8246
579,23968
17692,5657
17795,4786
75,59635
13891,1495632
9390,3026
378,4023
10896,17403
2322,1134
41240,409
26949,638
9819,1808
49799,68319
31908,6210
46027,2589
3179,69099
1802,13
4232,96627
9361,9168
2928,3686
30285,14132
10549,118441
58102,376
18451,88970
27265,6448
49935,348
8818,64828
36758,101767
36040,28741
74239,44916
9415,5058
55146,17494
303693,52038
12145,5005
42424,16838
34314,1999
2892,21370
9404,34651
85242,68928
9622,34682
8860,15017
197537,932805
66597,225033
14832,42111
9619,11687
40506,2987
31000,13524
4104,130938
26306,29009
203829,564
43775,53966
14908,60865
784,17167
12489,1035
168283,190
16448,47974
55936,1888
17894,1895
28059,3686
58911,491
17949,949
1968,82307
61563,88060
66,107131
20735,33541
11419,17784
333165,57691
25796,58072
638,99383
25624,4183
9366,120515
60083,13015
21915,673
90928,3224
50091,224
18420,5884
19952,339
9446,112674
28005,16395
9403,6349
27322,61411
10003,859
9311,142513
11844,50099
884,20875
49806,1264
1624,19969
88423,26648
16052,58294
4477,51575
24662,272210
18423,2691
76996,1016352
6499,5696
50512,356
9405,73622
12723,1032175
9360,48663
9434,58178
118991,20640
21626,37
13982,55904
93946,6737
77223,7213
31465,938945
12793,1129
102878,7438
105763,2628
9611,92108
47694,17268
10357,897
9977,59
816,560
2163,2952
124680,141825
16399,39298
124843,6817
31017,33829
24645,68707
49478,14744
12499,36083
18,2171
68545,7020
1811,8403
109614,488
60082,118020
105045,1884
53023,79983
64802,2880
11239,115054
50850,8337
15321,1901
2058,12786
9450,1143633
125021,6233
330,222216
38523,356
16375,563363
33660,66496
59232,60050
45671,3119
17770,1432957
15170,7020
1701,557
201445,2216
26422,15306
124642,1078811
1639,3274
49235,58608
106129,21655
291634,3777
107743,123
415,68185
47686,39405
65889,41040
11103,1284919
11970,3776
34941,5174
407992,1097
8874,56506
17991,12964
11956,24
266,3108
754,578
37567,8328
43771,2995
124834,366
249358,4014
111367,64849
607,1270
18080,58463
38225,58689
17834,64099
686,65452
65046,7187
4421,23393
9387,19142
10603,11151
2142,1061
8413,80307
10336,10828
20737,66
9413,1721
14585,70765
18519,2447
49462,2461
8834,912
9458,512
8854,4023
38295,53897
22073,2997
37244,8222
4961,51984
9416,323
26180,2352
17832,2241
9772,66121
6072,1032
1669,12477
468,3047
32519,322
108401,77211
10806,149
9433,533977
6623,59438
2118,25735
978,10957
9437,138322
29461,2952
56651,115362
10351,20503
66588,66116
2649,851
14289,1112916
10155,18844
75250,33254
20457,376
18355,1590
33657,28487
55306,54050
68924,18533
36434,495
2255,10492
28353,4429
9427,8685
172545,77104
17589,29923
3597,20237
1813,1286930
36797,473
12628,66800
33344,51864
25099,7671
45019,21155
63437,8858
62422,9888
782,7018
29911,59874
9827,27436
1959,6111
251481,57206
8067,172
125052,74429
45153,1776
10871,4762
14398,2690
10890,12840
99002,3686
1281,2952
32332,2324
9770,88077
12616,7791
34838,26714
14905,2690
14583,1978
11975,13496
4995,3192
9281,18250
45928,284
563,671
61337,15148
19931,2419
31535,105287
10215,488
9823,3087
37165,78725
45609,66703
38904,77465
45565,240071
9407,9027
4824,1243
9444,531
9414,42111
8078,5216
29938,125543
11831,4023
2895,12477
39177,190
19601,37
124606,1058100
42832,15427
22797,56983
2639,5359
9574,98120
10371,1262
489,1724
167738,1352792
293820,49855
9714,2359
102406,27
170430,4135
8197,4566
6283,138
279698,1032
49728,44916
64562,1223
4233,72427
191874,81966
10217,11218
438108,129952
597,105294
714,57777
52537,656971
12799,4501
62394,72714
9922,8246
547,21085
25994,72624
184,41795
9746,284
9438,4169
115,3119
26941,94155
27103,56748
9410,1357
32302,69719
216794,21677
88863,1052
154821,138653
41417,18694
12538,65401
586,107762
2666,20907
46338,7189
54007,3027
11258,4610
9490,133885
9411,1214641
25719,57370
9033,669
11220,939416
21253,897
6116,1214449
9457,10249
281289,3388
43911,11699
39424,5910
44361,437
11702,1760
2923,51669
12238,228797
11568,139593
41577,42113
66894,86557
11003,974699
10153,41472
49645,2460
47112,564
102732,9200
30949,120218
2898,60295
9558,46580
83593,38
320011,36187
26269,2952
11808,52358
6970,122458
47452,56381
18205,12833
36943,16294
21736,15798
17941,8219
10668,72258
9313,15912
42807,9778
617,104507
36568,17087
37272,1357
5910,2042
9440,55597
53092,23213
32911,1255
44308,282
124821,78188
32456,26502
93350,6192
62695,313
32144,1808
17127,17278
40688,121829
17133,309
19848,9341
17644,64
1774,568291
30265,8381
2157,48965
70581,87033
8838,97618
29193,5724
795,55948
16980,183036
27472,1213162
47881,92561
9469,2952
12488,62410
98499,119294
81367,123150
267,7736
16148,2031
21252,4507
73135,16376
9449,22020
6264,58036
90414,4483
188870,40230
215373,77919
78149,526847
15513,172
31220,19684
13907,1069294
29825,145134
10622,36
30020,56983
17139,56714
34582,229519
10216,72624
9771,1447566
24560,6046
76330,6449
9448,280
38618,35508
18316,65164
78373,13524
77514,2162
49474,46125
4415,85549
39467,206549
55561,3119
8656,4522
209345,897
58680,13615
35161,588701
35796,4023
18937,33317
929,1205453
9452,110695
1878,931795
9844,1031288
40505,93133
14342,91343
9715,4883
26610,5656
20064,1760
40961,4575
1965,3989
312,11269
6068,1260
15037,518
50043,67823
37636,1201090
17044,81749
60951,1781
21334,8387
416437,7187
32284,56714
51955,1705
37410,6431
47481,1030415
53765,7414
10674,44763
136134,14643
846,145605
12655,2000
3050,18739
1389,34740
11020,12718
20862,72061
108548,70
9464,49214
95,2662
944,8500
35680,7510
11551,30008
473,3146
102304,8504
544,2746
10513,3359
28966,14875
65203,8636
143,4065
42861,2746
33680,13784
56164,18868
12311,32765
43277,9867
43278,66066
34106,15378
43266,2289
27367,852
17661,1918
28580,6729
887,1527
33667,595
23383,3388
25430,668
27191,4956
11426,947
654,947
15919,1243
1725,6349
5769,31493
874,78188
10633,55983
17917,11505
3116,4608
1051,26713
1366,4723
12102,2042
16619,56891
9443,35475
11050,20953
606,13810
746,49284
380,58822
403,63550
11485,64722
466,64735
13820,1060
15389,898
13597,11777
2108,56998
10014,32813
10072,12700
10131,80523
10160,12700
11284,12700
4488,64796
9725,65678
9728,10631
9730,10051
9731,1760
10225,11772
10281,15175
10283,19665
948,57922
11281,7187
10676,375
11357,61
11361,488
36599,488
39929,7187
41828,10702
41769,68602
10585,1725
11186,1762
11187,67
609,37
11133,24
10306,491
9552,12863
11586,1261
11587,15657
941,5840
942,2106
943,5026
927,3224
928,8382
9340,1032
9342,1776
38509,153
60033,474
12101,33316
19,12936
165,488
196,62514
551,125091
16084,15657
17984,101773
22328,12863
32611,12863
3170,608
346,11809
859,29715
841,12863
11051,106052
242,101767
1411,29646
9769,1099
9424,5834
9835,51516
857,244
17539,37
44322,5834
22777,15810
20173,2106
10957,12863
9570,15657
16249,65310
13962,4203
14612,1729
19378,101767
65157,5834
29228,5690
19379,31710
11164,37
18887,12987
40866,115698
24736,1999
10122,7701
24816,17087
9994,1243
25445,10146
12129,12238
14140,6648
10439,8483
11158,2705
9354,1724
28736,11957
34774,8300
37969,4667
9631,47275
9820,5602
14013,128947
36606,2106
96196,5834
98505,5837
1779,15780
10849,1099
678,65298
907,65310
5961,2106
47908,148119
42121,64864
2887,9789
11974,74297
20348,69003
26648,19032
11911,10630
793,1
35144,4945
9325,5834
43037,64864
10340,25630
10144,5834
10414,275022
10437,6159
15300,65874
12230,2106
13380,34682
10693,15858
11335,2284
11135,52038
11319,58712
14822,3105
15969,1895
13155,1895
10249,1895
15943,1213
10882,18855
24808,1776
19762,488
13850,1310
2619,151
65158,224
53565,3027
41841,66076
27332,1730
97,66987
10419,599
11675,5174
2107,1113
6471,508
9442,130816
11591,2952
13697,141310
19158,3571
227,6648
87,5342
123,1728
9314,541
11336,2087
9980,3663
10657,106834
10489,5056
10823,1760
11497,55983
2907,40345
9454,64949
8688,376
118452,1097
16155,3175
48894,1258
23954,1044
12761,102429
396,69331
14367,55668
11814,55668
16081,87767
18331,34682
15171,6410
11837,2948
11704,72191
11639,23611
4978,223312
10380,9200
11976,3556
15144,673
11522,7757
11557,22353
13853,1198732
11415,58689
37530,52629
8393,10808
11937,19798
21661,111247
9320,673
33644,37948
14662,15149
125124,9198
115872,510
39930,117075
10692,2636
805,2636
34584,2636
34636,369
2182,2636
28070,1045
77469,2636
10278,1045
36647,1045
17915,2636
14557,2636
9417,2636
41469,4023
19381,126125
34637,16395
4011,15870
161795,4387
1580,6159
5854,852
573,72450
2370,1726
5780,933
506,1006852
22527,33279
574,2636
11219,2636
30159,2636
845,1552
1978,7660
3682,2636
51942,11036
46702,67
54795,2636
46748,2636
847,2636
117,2636
14577,2636
37498,2636
38621,2636
59138,2636
28047,2636
4175,2636
31667,2636
13321,2636
21734,2636
31997,2636
24197,2636
11462,44692
31995,2636
940,2636
2762,2636
12684,2636
2761,67
8208,21053
52907,5877
15007,16327
36049,42974
52748,2121
75793,16837
47695,11057
31930,52258
20213,26265
543,66711
36054,84657
143750,8876
52782,3388
36055,253869
36056,5342
2760,19969
64398,557
10220,11649
431,18378
31641,57383
223318,143279
69848,7627
22796,8246
22256,51555
37550,770
37916,4614
21873,98199
21500,13284
84116,2880
12626,87565
37818,1255
3525,68085
129628,17016
2321,707
2028,15239
16384,72427
91217,149
77314,547
10699,3180
11597,21712
218624,11091
47947,1075843
48311,116653
44772,54441
14347,1150813
41090,1255
18282,561
18169,42994
11082,34849
5971,10367
11933,4956
20096,37630
30815,78157
881,32154
4478,2766
22318,511
53113,153
2109,1243
122289,510
24746,56514
72987,201278
193103,1705
8195,2283
9877,4485
26618,2324
21132,60434
11855,8929
24016,14639
14785,14639
14794,1721
3486,1888
11071,40307
1091,82286
10403,37
11337,69719
162,103355
25723,15115
73351,1307
8916,241
28134,19798
9429,5602
12159,557
27791,17268
43106,37
30197,9427
10156,39454
10377,11505
3121,9032
4975,23964
37532,4014
9713,5345
134368,2043
85837,34517
1039,1632
9821,3027
4437,11770
1890,29
1955,75882
39437,518
11932,139874
6435,15557
108316,9181
10683,6899
63709,1251
9445,1225
2657,33279
9425,15042
32326,153
637,668
8675,55189
125762,1224
20701,58728
9945,1077287
73,348
18603,13859
46889,31493
12888,293
3033,29
9882,4415
10663,1527
4518,770
1808,12085
3600,7
17037,1243
297,4135
5332,1152
21589,23422
8336,1559
11893,10367
123056,44763
12223,18598
32081,1178751
14924,18598
10002,3252
41817,878
19426,3238
12560,153
9798,19665
14444,12964
9487,12964
9466,1259
666,6159
2042,24318
10162,10179
309,10051
692,28904
24018,12016
1678,41720
39256,65688
1680,14995
244,33096
10730,1313
31947,15002
8130,109004
11532,2224
9749,72197
14628,1045
9626,55299
13698,7623
10466,58868
707,796
11954,59803
9336,5655
10157,372
12118,1050181
10587,8503
11825,1263
11895,79726
9447,190
12257,16566
37536,16544
10029,16589
27104,2100
11252,24
8545,1297
10223,40549
9745,16483
200,16483
9837,16483
11545,16513
1934,719
110643,488
11881,5632
13764,69801
24951,5342
8879,1201
1369,800
1368,16513
1370,61
10303,1888
9326,34682
10328,6410
11285,19665
1367,25598
1371,947
1374,2294
1375,33485
15196,3239
11904,495
215875,491
15596,2260
13818,54424
29968,173686
44326,8219
1885,471
8856,52371
10495,1035
5825,51917
9489,547
16885,26481
76857,950
8741,17791
9276,11472
9822,2240
39314,53177
10312,671
9441,51809
9422,1
125582,12701
24525,42309
10368,14692
11365,70565
140897,224
31662,64875
36136,1222
1363,339
46992,10051
825,10051
22913,4767
15556,27797
28902,12936
14709,1270
9423,5140
14443,107181
10658,673
6917,153
40729,1776
24086,58453
11815,3048
9426,67897
10344,29
15698,1032
2620,949
30497,190
16337,3175
25018,4610
16780,39996
12151,23397
25438,1528
33278,18069
274253,57865
192,64815
10945,93025
10013,329597
9671,29893
9396,1021557
11038,2487
12278,4023
11873,162102
18588,14614
10015,127027
12715,80260
8388,28904
45712,46085
6187,18281
8129,11806
1618,239418
10722,52035
296543,17403
10314,20026
125548,3191
47139,5572
11167,1201
170187,4140
2112,77733
16172,24949
111794,22814
9524,491
20595,20025
16306,3027
11622,3027
10207,102709
9849,68762
82865,511
18892,6159
13466,12011
1542,2118
43978,30422
15256,1939
8224,369
18417,491
12479,16567
15031,10629
15209,4782
26425,20412
1847,13265
42113,18635
8913,2027
10906,9916
25748,9108
25749,20034
8769,491
14742,40187
15856,7506
10671,117
27932,1225
7227,11873
10670,956
5919,111338
33518,229263
40160,617183
2362,140354
10803,1196937
871,3027
1685,997
1705,1744
1688,224
1687,12438
166680,70448
11123,11845
